,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01
23,1.0,1.0,1.0,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.75,2.75,2.75,2.75,2.75,3.176470588235294,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.3181818181818183,3.3181818181818183,3.217391304347826,3.217391304347826,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075,3.3076923076923075
25,10.0,10.0,6.0,4.333333333333333,3.75,5.0,3.111111111111111,3.3333333333333335,3.230769230769231,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,4.294117647058823,4.611111111111111,4.304347826086956,3.5714285714285716,3.5714285714285716,3.967741935483871,3.7941176470588234,3.7142857142857144,4.0,3.8958333333333335,3.2941176470588234,3.7413793103448274,3.7868852459016393,3.476923076923077,3.409090909090909,3.5294117647058822,3.5555555555555554,3.4210526315789473,3.3037974683544302,3.3037974683544302,3.32183908045977,3.388888888888889,3.217391304347826,3.375,3.13,3.128712871287129,3.107843137254902,2.9805825242718447,2.9326923076923075,2.7757009345794392,2.759259259259259,2.759259259259259,2.7454545454545456,2.7454545454545456,2.630630630630631,2.625,2.625,2.625,2.625,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485,2.6106194690265485
26,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6666666666666667,1.7142857142857142,1.7142857142857142,1.6666666666666667,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454
28,1.0,1.5,2.0,2.0,2.0,1.7142857142857142,1.625,1.625,1.625,1.625,1.625,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365
29,2.0,1.5,1.5,1.5,1.4285714285714286,1.5294117647058822,1.5416666666666667,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.6071428571428572,1.793103448275862,1.793103448275862,1.793103448275862,1.793103448275862,1.793103448275862,1.793103448275862,1.9333333333333333,1.9333333333333333,1.9333333333333333,1.9375,1.9375,1.9375,2.1818181818181817,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.088235294117647,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857,2.057142857142857
31,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.0,2.0,1.5,1.5,1.6,1.4,1.5555555555555556,1.5,1.5526315789473684,1.5454545454545454,1.5072463768115942,1.4805194805194806,1.434782608695652,1.4563106796116505,1.481818181818182,1.4758064516129032,1.5072463768115942,1.4935064935064934,1.5375,1.5178571428571428,1.5632183908045978,1.578125,1.5849056603773586,1.625531914893617,1.65,1.6290909090909091,1.6398601398601398,1.6754098360655738,1.6964285714285714,1.6895604395604396,1.7127659574468086,1.7139175257731958,1.7325,1.7427884615384615,1.7575057736720554,1.7724137931034483,1.8141592920353982,1.8082788671023966,1.8258064516129033,1.8251599147121536,1.847457627118644,1.8410041841004183,1.8392484342379958,1.834368530020704,1.831275720164609,1.8574338085539714,1.8651911468812876,1.8846918489065607,1.8838582677165354,1.8904109589041096,1.8852140077821011,1.8923076923076922,1.8923076923076922,1.8931297709923665,1.8897338403041826,1.8897338403041826,1.8897338403041826,1.9037735849056603,1.9037735849056603,1.8990654205607476,1.8990654205607476,1.8990654205607476,1.8990654205607476
36,1.0,1.8,1.8,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.9,1.75,1.7692307692307692,1.7333333333333334,1.7333333333333334,1.7333333333333334,1.6875,1.6875,1.7222222222222223,1.75,1.8571428571428572,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.8064516129032258,1.90625,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879,1.878787878787879
37,1.0,1.0,1.0,1.0,1.0,1.25,1.2857142857142858,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
44,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665
39,,1.75,1.375,1.5555555555555556,1.8,2.2,2.5625,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.857142857142857,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.0434782608695654,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16
45,,1.6666666666666667,1.6666666666666667,1.75,1.5,2.5,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183,2.8181818181818183
19,,3.0,3.0,3.0,4.0,4.0,3.8,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
46,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
